jere 9,9,9,7,7,7,7,7,7,6,6,6,6,6,5,17,17,17,17,17,4,4,4,17,17,17,17,17,4,4
hast 7,7,6,6,6,6,5,5,5,3,3,3,3,18,18,18,0,0,18,18,18,3,3,3,5,5,17,5,19,19
hus 7,7,7,9,9,20,20,20,20,20,24,24,24,24,24,19,6,6,6,6,5,5,5,3,3,3,3,3,18,18
hence 7,7,6,6,6,17,17,4,3,5,5,5,6,6,1,1,1,13,13,1,1,21,2,2,2,3,3,3,4,4
links 11,11,11,10,8,8,10,9,9,12,13,13,12,10,10,10,9,9,7,7,7,6,6,5,5,3,3,3,18,18
slot 18,3,3,3,5,5,6,6,6,7,7,9,9,10,10,10,11,11,11,14,14,8,8,20,20,20,24,24,19,19
prize 15,14,14,8,8,20,24,24,19,17,19,19,24,20,20,8,9,9,7,6,6,5,2,23,25,23,18,18,4,4
edits 4,4,3,3,3,5,5,6,6,7,7,7,20,20,8,8,20,20,24,24,24,19,19,17,5,5,3,18,18,18
scout 18,18,3,23,23,2,2,2,21,21,1,7,7,7,9,9,10,10,10,14,14,8,8,8,20,20,24,24,24,19
peak 15,15,14,8,8,20,20,24,24,19,19,17,17,4,4,18,0,18,18,3,3,5,5,6,6,7,7,9,10,10
owns 14,8,8,20,20,24,19,19,17,17,4,22,18,3,5,5,5,6,1,1,1,13,1,1,21,21,2,2,3,18
disc 3,3,5,5,6,6,7,24,20,20,8,8,20,20,24,24,6,6,6,5,3,3,3,18,18,3,23,23,2,2
seal 18,18,3,4,4,18,18,0,0,0,18,18,3,3,3,5,5,6,6,6,7,7,9,9,9,10,10,10,11,11
pile 15,15,14,14,14,8,8,10,11,11,11,11,10,10,10,9,9,9,9,7,7,7,19,19,19,17,17,17,4,4
ties 19,19,24,24,24,20,20,20,8,8,8,20,20,20,24,24,24,24,19,19,19,17,17,17,4,4,3,3,18,18
liver 11,11,11,11,10,8,8,9,9,9,7,7,7,1,21,21,21,21,21,5,5,5,3,5,4,4,4,17,17,17
meter 12,12,13,13,13,13,7,7,6,6,6,5,5,5,17,3,4,4,17,17,19,19,19,17,17,17,4,4,17,17
actor 0,25,18,23,23,23,2,2,5,5,6,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,17,17,17
laser 11,11,10,10,10,9,9,7,7,7,6,6,5,5,5,3,3,3,18,18,0,0,18,18,3,4,4,17,17,17
greet 6,6,6,6,6,6,6,6,5,17,17,17,17,17,17,17,4,4,4,4,17,17,17,17,17,17,19,19,19,19
guilt 6,6,7,7,7,20,20,20,8,8,8,10,11,11,11,11,11,10,10,10,10,10,9,9,20,24,24,24,24,19
cloth 2,2,21,21,1,1,13,13,9,10,10,11,11,11,11,14,14,8,8,20,20,20,24,24,19,19,7,7,7,7
float 5,6,6,7,7,9,10,10,11,11,14,8,8,20,20,7,6,6,5,3,3,18,0,18,18,3,17,17,19,19
lamp 11,10,10,9,9,7,6,6,5,5,3,18,18,0,18,18,3,3,2,21,1,1,1,13,12,12,11,11,11,15
tasty 19,19,5,17,17,5,3,3,3,18,18,18,0,0,0,18,18,18,3,3,3,5,5,17,5,19,19,24,24,24
locks 11,11,14,10,10,9,9,7,7,1,21,2,21,21,1,13,9,9,10,10,9,7,7,6,6,5,5,3,18,18
poker 15,15,14,14,14,11,11,10,10,9,9,9,9,7,7,7,7,6,6,19,19,17,17,17,17,4,4,17,17,17
worm 22,4,4,17,17,19,24,24,20,20,8,8,14,14,8,20,20,24,24,19,17,5,6,6,7,7,13,13,13,12
hose 7,7,9,9,10,8,10,14,14,8,8,9,20,20,7,7,7,6,6,5,5,5,3,3,18,18,18,3,4,4
phi 15,15,15,11,14,14,14,14,10,10,10,10,10,9,9,9,9,9,7,7,7,7,9,9,9,9,9,8,8,8
sheep 18,3,3,5,5,6,6,7,7,7,6,6,6,17,17,4,17,17,19,19,24,24,20,20,8,8,14,14,14,15
syrup 18,18,3,3,5,5,6,19,19,24,24,19,19,19,17,17,19,19,24,24,24,20,20,8,8,14,14,14,15,15
bore 1,1,13,13,9,9,9,10,10,10,14,14,14,8,8,8,20,20,20,24,24,24,19,19,19,17,17,17,4,4
cite 2,2,21,21,21,6,1,7,7,7,9,9,9,8,8,8,20,20,20,24,24,24,24,19,19,17,17,17,4,4
cruel 2,2,5,5,5,17,19,19,24,24,20,20,24,19,19,17,17,4,17,17,19,19,7,7,9,9,9,10,11,11
funk 5,5,6,6,6,7,7,7,24,7,20,20,20,20,9,9,9,9,9,9,13,13,13,13,13,12,12,10,10,10
halls 7,6,6,5,3,3,18,0,18,18,3,5,5,6,7,7,9,10,11,10,10,9,7,7,6,5,5,3,18,18
jumps 9,9,20,20,9,9,12,12,12,12,12,11,11,11,15,15,14,10,8,9,9,7,7,6,5,5,3,3,18,18
motel 12,12,10,10,11,14,14,8,8,20,24,24,19,19,17,4,17,17,5,19,6,7,7,9,9,10,10,11,11,11
yen 24,24,24,19,19,19,17,17,17,17,4,4,3,17,5,5,5,5,5,6,6,6,6,1,1,1,1,13,13,13
dolls 3,5,5,5,6,7,7,9,20,8,8,14,14,11,11,11,10,10,9,9,7,7,6,6,5,5,3,3,18,18
quad 16,22,22,22,4,4,17,17,19,19,24,24,20,20,20,24,24,19,6,5,5,3,3,18,18,0,18,18,18,3
yelp 24,24,19,19,19,17,17,4,4,4,17,17,5,19,19,6,7,7,9,9,9,9,10,10,10,11,11,11,15,15
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
flea 5,6,6,6,7,7,9,9,10,10,11,11,10,10,9,9,9,7,7,6,19,5,17,17,4,4,18,18,0,0
gravy 6,6,6,6,17,17,17,4,3,3,18,0,0,0,18,18,23,23,2,2,2,21,21,21,1,6,6,7,24,24
mono 12,12,12,10,10,10,10,11,14,14,14,11,10,10,10,10,12,12,13,13,13,12,12,12,10,10,10,11,14,14
dubai 3,5,5,6,24,24,20,9,7,7,1,21,21,2,2,23,23,18,0,18,18,3,5,5,6,24,24,20,8,8
coma 2,21,21,1,7,7,9,9,10,8,14,14,10,10,12,12,12,13,13,1,1,21,21,2,2,3,23,18,0,0
dyed 3,3,5,5,5,5,6,6,19,6,24,24,24,24,19,19,19,19,17,17,17,17,4,4,4,4,3,3,3,3
acne 0,0,18,18,23,23,23,2,2,2,21,21,1,1,1,13,13,1,1,1,6,6,6,5,5,5,5,3,4,4
pita 15,15,15,14,14,14,8,8,8,20,20,20,24,24,24,19,19,19,5,17,17,5,3,3,3,18,18,18,0,0
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
pres 15,15,15,14,14,14,8,8,8,8,20,20,20,24,24,24,24,19,19,19,17,17,17,17,4,4,4,3,18,18
karl 10,10,9,9,7,6,6,5,5,3,3,18,18,0,18,18,3,4,17,19,19,6,24,7,9,9,10,10,11,11
puff 15,15,15,14,14,14,14,14,14,8,8,8,8,8,20,20,20,20,7,24,24,7,7,7,6,6,6,6,5,5
latin 11,10,10,9,9,7,7,6,5,5,3,3,18,0,18,18,3,17,17,19,24,24,20,20,8,10,9,9,13,13
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
penn 15,15,14,14,8,8,8,20,20,24,24,24,19,19,17,17,4,4,17,5,5,5,6,6,6,1,1,1,13,13
rome 17,19,19,24,24,24,20,20,8,8,14,14,10,10,10,12,12,12,13,13,13,7,7,6,6,5,5,17,3,4
sonia 18,3,3,5,6,7,7,20,9,8,14,11,10,10,12,13,12,9,9,8,20,20,24,6,6,5,3,3,18,0
aria 0,0,18,3,4,3,17,19,19,19,24,24,20,20,8,8,20,20,24,24,6,6,5,5,3,3,18,18,0,0
clap 2,21,21,13,13,12,10,11,10,10,9,7,6,6,5,3,3,0,18,3,3,5,6,7,7,20,8,14,15,15
jello 9,9,7,7,6,6,6,19,17,17,4,17,17,17,19,19,6,7,7,9,9,9,10,10,10,11,11,11,14,14
reid 17,17,4,4,17,17,19,19,19,24,24,24,20,20,20,8,8,20,20,20,7,7,7,6,6,5,5,5,3,3
sighs 18,3,3,3,5,6,6,6,24,7,20,20,8,8,20,9,7,7,6,7,7,7,6,6,5,5,3,3,18,18
bello 1,1,21,21,6,5,5,5,5,3,4,17,17,17,19,19,6,7,7,9,9,9,10,10,10,11,11,11,14,14
asus 0,0,18,18,3,3,3,5,5,6,6,6,24,24,20,20,20,24,24,24,19,6,6,5,5,3,3,3,18,18
gwen 6,6,5,5,5,5,5,4,4,4,22,22,22,4,4,3,5,5,5,5,6,6,6,6,1,1,1,13,13,13
lara 11,11,10,10,9,9,7,7,6,6,5,5,5,3,3,18,18,0,0,18,3,4,3,17,17,4,3,18,18,0
dank 3,3,18,18,18,0,0,0,18,18,18,3,3,3,2,2,21,21,21,21,1,1,1,13,13,13,13,12,10,10
adios 0,18,18,3,3,5,5,5,6,7,7,20,20,8,14,14,14,8,8,20,20,7,7,6,5,5,3,3,18,18
maw 12,12,12,13,13,13,1,1,1,1,1,21,21,21,2,2,2,3,3,3,18,18,18,18,0,0,0,18,22,22
puss 15,15,15,14,14,14,14,8,8,8,8,20,20,20,24,24,24,6,6,6,6,5,5,5,3,3,3,3,18,18
bart 1,1,1,21,21,21,2,2,2,2,23,3,23,18,18,18,0,0,0,18,18,18,3,4,4,17,17,17,19,19
chino 2,2,21,21,1,1,7,7,9,9,9,8,8,10,9,9,9,12,13,13,13,12,12,10,10,10,11,14,14,14
sears 18,18,18,3,4,4,4,3,18,18,18,0,0,0,18,18,18,3,3,4,3,17,17,17,3,3,3,3,18,18
terri 19,19,19,17,17,17,17,4,4,4,17,17,17,17,19,19,19,19,19,24,24,24,24,20,20,20,20,8,8,8
lulu 11,11,11,10,10,10,10,8,9,20,20,20,9,8,10,10,10,10,11,11,11,11,11,10,10,10,10,8,9,20
tut 19,19,19,19,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,24,19,19,19
bronx 1,1,1,6,6,6,17,17,19,19,24,24,20,20,8,8,14,14,10,10,12,13,13,13,1,21,21,2,2,23
ortiz 14,14,8,8,20,20,24,24,19,17,19,24,24,20,20,8,8,20,9,7,6,6,5,5,2,23,23,25,25,25
alec 0,18,18,3,3,5,6,6,7,7,9,10,10,11,11,10,9,9,7,7,6,19,17,17,4,4,3,3,2,2
alvin 0,18,18,3,5,5,6,7,7,9,9,10,11,10,10,12,13,1,21,1,7,7,9,9,8,10,9,9,13,13
gus 6,6,6,7,7,7,7,20,20,20,20,20,24,24,24,24,6,6,6,6,6,5,5,5,3,3,3,3,18,18
josie 9,10,10,14,8,8,20,7,7,6,5,5,3,18,3,3,5,6,7,24,20,8,20,20,24,19,19,17,4,4
kota 10,10,11,11,14,14,8,8,8,8,20,20,20,24,24,24,19,19,5,17,17,3,3,3,18,18,18,0,0,0
micah 12,12,10,10,10,8,8,9,7,7,1,21,21,2,2,23,23,18,18,0,18,18,3,3,5,5,6,6,7,7
papas 15,14,8,20,7,6,5,3,3,0,18,3,5,6,7,20,8,14,15,14,8,20,7,6,5,3,3,0,18,18
lacey 11,10,10,9,9,7,7,6,5,5,3,3,18,0,25,18,23,23,2,2,2,3,3,4,17,17,19,19,24,24
louie 11,11,11,11,14,14,8,8,8,20,20,20,8,8,8,20,20,20,24,24,24,24,19,19,19,17,17,17,4,4
theo 19,19,6,7,7,7,7,6,6,6,6,17,17,17,4,4,17,17,19,19,19,24,24,20,20,20,8,8,14,14
kirk 10,10,10,8,8,8,20,20,20,24,24,24,19,19,19,17,17,19,19,19,24,7,7,9,9,9,9,9,10,10
trish 19,19,17,19,19,24,24,20,20,8,8,8,20,7,24,7,6,6,5,3,3,18,3,3,5,5,6,6,7,7
elvis 4,17,17,19,7,7,9,9,10,11,10,10,13,13,1,21,1,7,7,9,8,20,20,24,6,6,5,3,18,18
kidd 10,10,10,10,10,8,8,8,8,8,20,20,20,20,20,24,7,7,7,7,6,6,6,5,5,5,5,5,3,3
zara 25,25,25,25,25,0,0,0,18,18,18,18,3,3,4,3,17,17,17,17,4,4,3,3,18,18,18,0,0,0
roti 17,17,19,19,24,24,24,20,20,8,8,8,14,14,8,8,20,20,20,24,24,19,19,19,24,24,20,20,20,8
inst 8,8,10,9,9,9,12,13,13,1,1,1,21,21,21,21,5,2,3,3,18,18,18,3,3,5,17,17,19,19
alden 0,18,18,3,5,6,6,7,9,9,10,11,10,10,9,7,7,6,5,3,3,4,3,5,5,6,1,1,13,13
chico 2,2,21,1,1,7,7,9,9,8,8,9,7,7,7,6,21,21,2,2,21,1,7,7,9,9,10,10,10,14
trina 19,19,17,19,19,19,24,24,20,20,8,8,9,9,9,12,13,13,1,1,21,21,21,2,2,3,23,18,18,0
hel 7,7,6,6,6,6,5,17,17,17,4,4,17,17,17,19,19,19,7,7,7,9,9,9,9,10,10,10,11,11
kae 10,10,9,9,9,9,7,7,7,6,6,6,5,5,5,5,3,3,3,18,18,18,0,0,0,18,18,18,3,4
aries 0,0,18,3,3,3,17,19,19,19,24,24,20,20,8,8,20,20,24,24,19,19,19,17,17,4,4,3,18,18
bur 1,1,1,13,13,7,7,7,7,7,7,9,9,20,20,20,20,24,24,24,24,24,24,19,19,19,19,19,17,17
roz 17,17,19,19,24,24,20,20,20,8,8,14,14,14,8,8,9,9,7,7,7,6,6,21,5,2,2,23,23,25
nape 13,1,1,21,21,2,3,18,0,18,3,3,5,6,7,7,20,8,14,15,14,14,8,20,24,24,19,17,4,4
sher 18,18,3,3,3,5,5,5,5,6,6,6,7,7,7,7,6,6,6,6,6,5,17,17,17,4,4,17,17,17
dede 3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
pula 15,15,14,14,8,8,20,20,8,10,10,11,11,11,10,10,9,9,7,7,6,6,5,5,5,3,3,18,18,0
addy 0,0,0,18,18,18,18,18,18,3,3,3,3,3,3,5,5,5,5,5,6,6,6,6,19,19,6,24,24,24
dogg 3,3,5,5,5,6,6,7,7,7,7,9,20,9,8,8,8,14,14,14,10,8,8,9,9,9,7,7,7,6
dela 3,3,4,17,17,5,19,7,7,9,9,9,10,10,11,11,10,9,9,7,7,6,6,5,5,3,3,18,0,0
bord 1,1,13,13,9,9,9,10,10,10,14,14,14,8,8,8,20,20,20,24,24,24,19,19,19,17,17,5,3,3
aral 0,0,18,3,4,3,17,17,4,3,18,18,0,18,18,18,3,3,5,5,6,6,7,7,9,9,10,10,10,11
ads 0,0,0,0,0,18,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3,3,18,18,18,18,18
word 22,4,4,4,17,17,19,19,24,24,20,20,8,8,8,14,14,8,8,20,20,24,24,19,19,19,17,17,5,3
units 20,20,9,9,9,9,13,13,13,12,9,9,9,10,8,8,20,20,20,24,24,19,19,17,5,5,3,3,18,18
venue 21,21,21,5,5,5,4,4,3,5,5,5,6,6,1,13,13,13,9,9,9,20,20,24,19,19,17,17,4,4
flyer 5,6,6,6,7,7,9,9,9,10,10,11,11,10,10,10,9,20,20,24,24,19,19,17,17,17,4,17,17,17
owned 14,8,8,20,24,24,19,17,17,4,22,4,3,3,5,6,6,1,1,13,13,1,6,6,5,5,4,3,3,3
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
broad 1,1,6,6,5,5,17,19,19,24,20,20,8,8,14,8,8,20,7,7,6,6,5,3,3,18,0,18,18,3
pilot 15,15,14,14,14,8,8,8,10,11,11,11,11,11,11,14,14,14,8,8,8,20,20,20,20,24,24,24,19,19
drawn 3,3,5,17,17,4,3,3,18,0,0,0,18,22,22,4,3,3,3,5,5,5,6,6,1,1,1,13,13,13
handy 7,6,6,5,5,3,18,18,0,18,18,3,2,2,21,21,1,1,13,13,1,1,21,5,3,5,5,19,24,24
memo 12,12,13,13,7,7,6,6,5,5,17,3,4,3,17,5,5,6,6,7,7,13,13,12,12,12,10,10,11,14
dealt 3,3,4,4,18,0,18,18,3,3,5,5,6,6,7,9,9,10,10,11,11,10,10,9,9,24,24,19,19,19
dial 3,5,5,6,7,7,20,8,20,20,24,6,6,5,3,3,18,0,18,18,3,5,5,6,7,7,9,10,10,11
stamp 18,3,3,5,5,19,19,17,3,3,18,0,18,18,3,3,2,21,21,1,1,13,13,12,12,11,11,11,15,15
roots 17,17,19,19,24,24,24,20,20,8,8,8,14,14,8,8,8,20,20,24,24,24,19,19,17,5,5,3,3,18
scam 18,18,3,23,23,2,2,23,23,23,18,18,0,18,18,18,3,3,2,2,21,21,1,1,1,13,13,13,12,12
sized 18,3,3,5,6,6,7,24,20,20,8,9,20,7,7,6,6,5,2,2,23,25,25,18,18,3,4,4,3,3
wheat 22,4,4,4,5,5,6,6,6,7,7,6,6,6,17,17,4,4,18,18,0,18,18,3,3,17,17,19,19,19
buses 1,1,13,7,7,7,9,20,20,20,24,24,24,6,6,6,5,5,3,3,18,18,18,3,4,4,4,3,18,18
fate 5,5,3,3,3,3,18,18,18,0,0,0,18,18,18,3,3,3,5,17,17,19,19,19,17,17,17,17,4,4
grows 6,6,6,17,17,19,19,24,24,20,20,8,8,14,14,8,8,20,24,24,19,19,17,17,4,4,22,22,18,18
hallo 7,7,6,6,5,5,3,3,18,18,0,18,18,3,3,5,5,5,6,6,7,7,9,9,10,10,11,11,14,14
buys 1,1,1,13,7,7,7,7,9,9,20,20,20,20,24,24,24,19,19,19,5,5,5,5,3,3,3,18,18,18
foam 5,6,6,7,9,8,8,14,8,8,20,7,7,6,5,3,3,18,0,18,18,3,2,21,21,1,1,13,12,12
lakes 11,10,10,9,7,6,6,5,3,18,0,18,3,3,5,6,7,7,9,10,9,9,7,7,19,17,4,3,18,18
maple 12,13,13,1,21,2,3,23,0,18,3,3,5,6,7,20,8,14,15,11,10,10,9,7,7,19,17,4,4,4
micro 12,12,10,10,10,8,8,9,7,7,1,6,21,2,2,5,5,5,17,19,19,24,24,20,20,8,8,14,14,14
redo 17,17,17,4,4,4,3,3,3,3,5,5,5,5,6,6,7,7,7,7,9,20,20,9,8,8,8,14,14,14
burst 1,1,13,7,7,7,9,20,20,20,24,24,24,19,19,19,17,17,3,3,3,18,18,3,3,5,17,17,19,19
whew 22,22,4,4,4,3,5,5,5,6,6,6,6,7,7,7,7,6,6,6,6,5,17,17,17,4,4,22,22,22
zoom 25,25,23,23,23,2,2,5,21,6,6,6,7,7,7,9,9,10,8,8,14,14,14,11,10,10,10,10,12,12
disco 3,5,5,6,7,24,20,8,20,20,24,7,6,5,3,3,18,23,23,2,2,21,21,1,7,9,9,10,14,14
fifty 5,5,6,6,6,7,7,20,20,20,8,8,8,20,20,20,7,7,6,6,6,5,5,5,6,19,19,19,24,24
pens 15,15,14,8,8,20,20,24,19,19,17,4,3,5,5,6,6,1,1,13,13,13,1,21,21,21,5,3,18,18
vegan 21,21,21,5,5,5,4,3,5,5,6,6,6,5,3,3,18,18,0,18,18,3,3,2,21,21,21,1,13,13
bolt 1,1,13,13,9,9,9,10,10,10,14,14,14,11,11,11,11,10,10,10,9,9,9,9,20,24,24,24,19,19
rim 17,17,19,19,19,19,19,24,24,24,24,20,20,20,20,8,8,8,8,8,10,10,10,10,10,10,12,12,12,12
shiny 18,18,3,3,5,5,6,6,6,7,7,9,9,8,8,8,10,9,9,12,13,13,13,13,13,7,7,7,24,24
fait 5,5,3,3,18,18,18,0,0,18,18,3,3,5,5,6,6,24,24,7,20,20,8,8,20,20,24,24,24,19
foe 5,5,6,6,6,7,7,9,9,9,8,8,14,14,14,8,8,8,20,20,20,24,24,24,19,19,17,17,17,4
lone 11,11,11,14,14,14,11,10,10,10,12,12,13,13,13,13,13,1,1,6,6,6,6,5,5,5,17,3,4,4
rats 17,17,3,4,3,3,18,18,0,0,0,18,18,18,3,3,3,17,17,5,19,19,5,17,5,5,3,3,18,18
coins 2,2,21,1,7,7,9,9,10,8,10,14,14,8,8,9,9,9,13,13,13,1,1,21,21,21,5,3,3,18
ducks 3,5,5,6,24,24,20,20,7,6,6,21,2,21,21,1,13,9,9,10,9,9,7,7,6,6,5,3,3,18
grin 6,6,6,6,6,5,17,17,19,19,19,24,24,24,24,20,20,20,8,8,8,10,10,9,9,9,12,13,13,13
tick 19,19,24,24,20,20,20,8,8,20,9,7,7,7,6,21,21,21,2,2,21,21,1,1,13,9,9,9,10,10
needy 13,13,13,1,1,1,6,6,6,6,5,5,5,5,17,4,4,4,3,3,3,3,5,5,6,6,19,6,24,24
pigs 15,15,15,14,14,14,14,8,8,9,20,20,9,9,7,7,7,6,6,6,5,5,5,5,3,3,3,18,18,18
rib 17,17,19,19,19,19,24,24,24,24,20,20,20,20,20,8,8,8,8,10,9,9,9,9,9,13,13,1,1,1
bumps 1,13,7,7,9,20,20,9,9,12,12,12,11,11,11,15,15,14,8,8,20,9,7,6,6,5,3,3,18,18
coop 2,2,2,21,21,21,21,1,1,7,7,7,7,7,9,9,9,9,10,10,10,8,10,14,14,14,14,15,15,15
flick 5,6,6,7,7,9,9,10,10,11,11,11,8,8,9,7,7,1,21,21,2,21,21,1,1,13,9,12,10,10
gems 6,6,5,5,17,4,3,17,5,5,6,6,7,7,13,13,12,12,12,13,13,1,1,21,21,5,2,3,3,18
grape 6,6,5,17,4,3,18,0,18,18,3,5,6,6,7,20,8,8,14,15,14,14,8,20,20,24,19,19,17,4
words 22,4,4,17,17,19,19,19,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,17,3,3,3,18
aqua 0,0,0,16,22,22,22,4,4,17,17,19,19,19,24,24,20,20,24,24,19,6,5,5,5,3,18,18,0,0
brace 1,1,1,6,6,6,6,5,17,17,4,3,18,18,0,0,18,23,23,23,23,2,2,2,3,3,3,4,4,4
herd 7,7,7,7,6,6,6,6,6,6,5,5,17,17,17,17,4,4,4,17,17,17,17,17,5,5,3,3,3,3
nod 13,13,13,12,12,10,10,10,11,14,14,14,14,8,8,9,20,20,9,7,7,7,6,6,6,5,5,5,3,3
mower 12,12,12,10,10,10,14,14,14,8,8,20,20,20,24,24,24,19,19,17,17,17,4,4,22,22,4,4,17,17
sock 18,3,3,5,5,6,7,7,20,20,8,8,14,10,10,10,9,7,7,1,21,2,21,21,1,1,13,9,10,10
vino 21,21,1,1,7,7,7,9,9,9,8,8,8,10,9,9,9,9,12,13,13,12,12,10,10,10,10,14,14,14
razor 17,3,3,18,18,0,0,25,25,23,23,2,5,21,6,7,7,9,10,8,14,14,8,20,20,24,24,19,17,17
sting 18,18,3,3,5,17,5,19,19,24,24,20,20,20,8,8,10,9,9,9,12,13,13,1,1,1,1,6,6,6
coral 2,21,1,7,7,9,10,14,8,8,20,24,24,19,17,4,3,18,0,18,3,3,5,6,6,7,9,9,10,11
matte 12,12,13,13,1,1,1,21,21,21,2,3,3,23,18,18,0,0,18,18,3,3,17,17,19,19,17,17,4,4
aviso 0,18,18,23,2,2,21,1,7,7,9,8,20,20,24,6,6,5,3,18,3,3,5,6,7,7,20,8,14,14
drown 3,5,17,19,19,24,20,20,8,14,8,8,20,24,24,19,17,17,4,22,18,3,3,5,5,6,1,1,13,13
itchy 8,8,20,20,20,24,24,24,19,19,19,6,5,5,5,5,21,2,2,21,21,21,6,7,7,7,7,24,24,24
irene 8,8,20,20,24,19,19,17,4,3,5,5,5,6,6,1,1,13,13,13,13,1,6,6,5,5,5,3,4,4
wong 22,4,4,4,17,17,19,19,19,24,24,20,20,8,8,8,14,14,11,10,10,12,12,13,13,1,1,7,6,6
pedi 15,15,14,14,8,8,20,20,20,24,24,19,19,17,17,4,4,3,3,5,5,5,6,7,7,7,20,20,8,8
lube 11,11,10,10,10,10,8,20,20,20,9,7,7,7,13,1,1,1,1,1,21,6,5,5,5,5,5,3,4,4
squat 18,18,18,16,22,22,4,4,17,19,19,24,24,20,20,24,19,6,5,5,3,18,0,18,18,3,5,17,19,19
brow 1,1,1,6,6,5,5,17,19,19,24,24,20,20,8,8,14,14,8,8,20,24,24,19,19,17,17,4,4,22
dutch 3,3,5,5,6,6,6,24,24,20,20,20,24,24,24,19,19,6,5,5,5,21,2,2,21,21,1,1,7,7
toro 19,24,24,24,20,20,8,8,14,14,8,8,20,20,24,24,19,19,17,19,19,19,24,24,20,20,8,8,14,14
nods 13,13,12,12,10,10,10,10,14,14,14,8,8,8,20,20,9,7,7,7,6,6,5,5,5,3,3,3,18,18
pawn 15,15,14,8,8,20,9,7,7,6,5,5,3,3,18,0,0,22,18,4,3,5,5,5,6,1,1,1,13,13
gil 6,6,6,7,7,7,7,7,9,9,9,20,20,20,9,8,8,8,8,8,8,10,11,11,11,11,11,11,11,11
nora 13,13,12,12,10,10,10,11,14,14,8,8,8,20,20,24,24,24,19,19,19,17,17,4,3,3,18,18,0,0
bales 1,21,21,2,2,23,18,0,18,3,3,5,6,6,7,9,10,10,11,10,10,9,9,7,19,19,17,4,3,18
heath 7,7,6,6,6,6,5,17,17,4,4,18,18,0,0,0,18,18,3,3,5,17,17,19,19,6,7,7,7,7
willy 22,22,4,4,17,17,17,19,19,24,24,24,20,20,8,8,8,10,11,11,11,11,10,10,10,10,20,20,20,24
yam 24,24,19,19,5,5,5,3,3,18,18,0,0,18,18,23,3,3,2,21,21,21,1,1,1,13,13,13,12,12
woe 22,4,4,4,17,17,19,19,24,24,24,20,20,8,8,14,14,14,8,8,20,20,24,24,24,19,19,17,17,4
starr 18,18,3,3,5,5,17,5,19,19,19,17,17,17,3,3,3,18,18,18,0,0,18,18,3,3,4,3,17,17
jazzy 9,9,7,7,6,6,6,5,5,3,3,3,18,18,0,0,25,25,25,25,23,23,3,5,5,5,6,19,24,24
tuff 19,19,19,24,24,24,24,24,24,20,20,20,20,20,20,20,7,24,24,7,7,7,7,6,6,6,6,5,5,5
ramon 17,3,4,3,18,0,18,18,23,3,2,21,21,1,1,1,13,13,12,12,10,10,11,14,14,10,10,12,13,13
carlo 2,2,23,23,23,18,25,0,0,18,3,3,3,17,19,19,19,24,7,9,9,9,9,10,10,11,11,11,14,14
dane 3,3,18,18,0,18,18,18,3,3,2,2,21,21,21,1,1,13,13,1,1,1,6,6,5,5,5,17,4,4
carne 2,2,23,23,18,25,0,18,18,3,4,17,5,6,6,6,1,1,1,13,13,13,1,6,6,5,5,5,4,4
rex 17,17,17,17,17,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,23,23,23,23,23,23,23
tate 19,19,17,17,17,3,3,3,18,18,18,0,0,18,18,18,3,3,3,17,17,5,19,19,17,17,17,4,4,4
dolor 3,5,5,5,6,7,7,9,20,9,8,8,14,14,11,11,11,11,14,14,8,8,20,20,24,24,19,19,17,17
juju 9,9,9,9,9,9,9,20,20,20,20,20,20,20,9,9,9,9,9,9,9,9,9,9,9,9,9,20,20,20
floyd 5,6,6,6,7,7,9,9,9,10,10,11,11,11,11,14,14,8,8,20,20,20,24,24,19,6,5,5,3,3
dante 3,3,18,18,0,18,18,18,3,2,2,21,21,21,1,1,13,13,13,13,7,7,7,7,19,19,19,17,17,4
jamal 9,7,6,5,3,18,0,18,3,2,21,1,13,12,13,1,1,21,3,23,0,18,3,5,6,7,9,10,11,11
monte 12,12,12,10,10,10,14,14,14,11,10,10,12,12,13,13,13,13,7,7,7,7,7,19,19,19,17,17,4,4
sadie 18,18,0,18,18,18,3,3,5,5,6,6,7,24,20,20,8,8,8,20,20,24,24,24,19,19,17,17,4,4
phat 15,15,14,14,10,10,9,9,7,7,7,6,6,5,5,5,3,3,18,18,0,0,18,18,3,3,17,17,19,19
